release_date,movie,production_budget,domestic_gross,worldwide_gross
1999-09-10,Stigmata,32,50.041732,89.441732
2000-11-10,Men of Honor,32,48.814909,82.339483
2005-09-02,The Transporter 2,32,43.095856,88.978458
2011-02-18,Big Mommas: Like Father Like Son,32,37.915414,82.33245
1993-01-15,Alive,32,36.29967,36.29967
2007-02-23,The Number 23,32,35.193167,77.593167
1979-12-14,1941,32,34.175,94.875
2005-10-21,Dreamer: Inspired by a True Story,32,33.022286,39.49836
2005-09-23,A History of Violence,32,31.493782,61.477797
2013-03-15,The Incredible Burt Wonderstone,32,22.537881,27.392609
1995-02-10,The Quick and the Dead,32,18.55246,18.55246
2004-04-30,Laws of Attraction,32,17.848322,29.948322
2010-09-03,Going the Distance,32,17.804299,43.60399
1999-10-22,Bringing Out The Dead,32,16.64021,16.64021
2010-03-19,Repo Men,32,13.942007,18.195238
2007-09-14,D-War,32,10.977721,79.915361
1996-09-06,Bogus,32,4.357406,4.357406
1997-03-26,Cats Don't Dance,32,3.588602,3.588602
1999-12-08,Cradle Will Rock,32,2.89997,2.89997
2006-12-15,The Good German,32,1.308696,1.308696
2004-12-31,George and the Dragon,32,0,0
1979-08-15,Apocalypse Now,31.5,78.8,81.250488
2016-04-15,Criminal,31.5,14.708696,38.771262
2012-11-02,Flight,31,93.772375,160.558438
1995-12-29,Mr. Holland's Opus,31,82.582604,106.282604
1985-12-18,Out of Africa,31,79.096868,258.21086
1979-06-29,Moonraker,31,70.3,210.3
2014-03-07,The Grand Budapest Hotel,31,59.076019,164.350409
2015-07-29,Vacation,31,58.884188,100.655892
1990-07-18,Arachnophobia,31,53.20818,53.20818
2000-04-28,Frequency,31,44.983704,68.079671
2001-09-28,Hearts in Atlantis,31,24.185781,30.885781
2010-01-22,Extraordinary Measures,31,12.482741,15.826984
1995-10-20,Get Shorty,30.25,72.021008,115.021008
1984-06-08,Ghostbusters,30,242.212467,295.212467
1995-11-22,Toy Story,30,191.796233,364.545516
2002-12-27,Chicago,30,170.687518,306.773652
1999-06-25,Big Daddy,30,163.479795,228.641283
2001-08-10,American Pie 2,30,145.09682,286.5
2012-02-10,The Vow,30,125.01403,197.61816
1994-06-10,Speed,30,121.248145,283.2
1990-03-02,The Hunt for Red October,30,120.709866,200.5
2013-08-16,Lee Daniels' The Butler,30,116.632095,177.025498
2000-09-29,Remember the Titans,30,115.654751,136.706683
2009-08-14,District 9,30,115.646235,212.453431
2004-06-18,Dodgeball: A True Underdog Story,30,114.326736,167.791704
1991-11-22,The Addams Family,30,113.502246,191.502246
1995-11-10,Ace Ventura: When Nature Calls,30,108.360063,212.4
2001-08-03,The Princess Diaries,30,108.244774,165.334774
1999-03-05,Analyze This,30,106.885658,176.885658
1996-09-20,The First Wives Club,30,105.489203,181.489203
2004-12-15,Million Dollar Baby,30,100.492203,231.928227
1995-09-22,Se7en,30,100.125643,328.125643
2003-10-08,Mystic River,30,90.135191,156.82202
2015-12-18,Sisters,30,87.044645,106.03066
1999-11-10,Pokemon: The First Movie,30,85.744662,163.644662
2004-11-19,SpongeBob SquarePants: The Movie,30,85.416609,142.051255
2009-12-04,Up in the Air,30,83.823381,166.842739
2004-06-25,The Notebook,30,81.001787,116.025023
2009-04-10,Hannah Montana the Movie,30,79.576189,169.173206
2008-01-13,27 Dresses,30,76.808654,160.247805
2000-11-17,Rugrats in Paris,30,76.501438,103.284813
1991-12-25,The Prince of Tides,30,74.787599,74.787599
2005-08-12,Four Brothers,30,74.494381,92.494381
1994-12-23,Legends of the Fall,30,66.502573,160.502573
2012-09-28,Looper,30,66.486205,170.466405
2013-02-01,Warm Bodies,30,66.380662,115.121608
2002-12-13,About Schmidt,30,65.005217,107.054484
2014-01-17,The Nut Job,30,64.251538,122.529966
2001-02-16,Down to Earth,30,64.172251,71.172251
1995-08-04,Babe,30,63.65891,246.1
2012-08-08,Hope Springs,30,63.536011,133.085295
2008-04-18,Forgetting Sarah Marshall,30,63.172463,105.173042
2004-10-08,Friday Night Lights,30,61.255921,61.95077
2008-04-25,Baby Mama,30,60.494212,64.170447
1998-05-29,Hope Floats,30,60.110313,81.529
2009-01-09,Bride Wars,30,58.71551,115.150424
2004-08-20,Without a Paddle,30,58.156435,65.12128
2004-04-23,13 Going On 30,30,57.139723,96.439723
2011-05-20,Midnight in Paris,30,56.816662,162.838373
2005-10-05,Wallace & Gromit: The Curse of the Were-Rabbit,30,56.068547,197.593152
2007-12-21,P.S. I Love You,30,53.695808,155.769678
2005-09-16,The Corpse Bride,30,53.359111,114.770654
2010-05-14,Letters to Juliet,30,53.032453,82.148538
2001-04-06,Blow,30,52.990775,83.282296
1999-02-12,Message in a Bottle,30,52.880016,52.880016
2015-07-24,Southpaw,30,52.421953,94.207861
1989-06-09,Star Trek V: The Final Frontier,30,52.210049,70.2
2002-07-03,Like Mike,30,51.432423,62.432423
1994-03-18,Naked Gun 33 1/3: The Final Insult,30,51.041856,51.041856
2007-12-07,Atonement,30,50.980159,129.779728
1985-05-24,A View to a Kill,30,50.32796,152.62796
2005-01-14,Racing Stripes,30,49.772522,89.95554
2015-09-18,Sicario,30,46.889293,78.571737
1989-09-22,Black Rain,30,45.892212,45.892212
2012-04-13,The Three Stooges,30,44.338224,54.052249
2000-07-21,Pokemon 2000,30,43.746923,133.946923
2006-01-13,Glory Road,30,42.647449,42.79906
2015-04-24,The Age of Adaline,30,42.629776,69.057415
2010-08-06,Step Up 3D,30,42.400223,165.889117
2009-05-29,Drag Me To Hell,30,42.100625,91.388487
2012-04-13,The Cabin in the Woods,30,42.073277,70.768144
2003-09-19,Secondhand Lions,30,42.070939,47.902566
2006-11-10,Stranger Than Fiction,30,40.43519,53.572822
2011-04-08,Hanna,30,40.259119,65.343694
2002-08-16,Blue Crush,30,40.11842,51.61842
2007-10-19,30 Days of Night,30,39.568996,80.276156
1986-12-19,Little Shop of Horrors,30,38.747385,38.747385
2006-09-15,Gridiron Gang,30,38.432823,41.457834
1988-07-20,Midnight Run,30,38.413606,81.613606
2008-01-25,Meet the Spartans,30,38.233676,84.646831
1987-11-13,The Running Man,30,38.122,38.122
2013-09-13,The Family,30,36.918811,51.078541
1997-11-21,Mortal Kombat: Annihilation,30,35.927406,51.327406
2011-07-01,Larry Crowne,30,35.608245,61.449135
2013-10-18,Carrie,30,35.266619,82.40952
2006-04-01,Take the Lead,30,34.742066,65.390493
2010-11-24,Love and Other Drugs,30,32.367005,102.716321
2015-06-03,Entourage,30,32.363404,46.225326
2001-06-01,What's the Worst That Could Happen?,30,32.267774,38.462071
2013-02-08,Side Effects,30,32.172757,66.742138
2009-09-09,9,30,31.749894,48.559999
2014-07-02,Deliver Us from Evil,30,30.577122,87.956618
2014-08-01,Get on Up,30,30.569935,33.339868
2012-04-27,The Five-Year Engagement,30,28.700285,61.623819
2004-04-02,The Prince & Me,30,28.165882,29.356757
2011-07-15,Winnie the Pooh,30,26.692846,50.145607
1998-05-15,Bulworth,30,26.528684,29.203383
2003-06-13,Dumb and Dumberer: When Harry Met Lloyd,30,26.214846,26.214846
1995-08-04,Virtuosity,30,23.998226,23.998226
1998-09-18,One True Thing,30,23.337196,26.708196
2011-02-04,Sanctum,30,23.20931,104.283753
2006-07-21,My Super Ex-Girlfriend,30,22.530295,60.772856
2004-09-17,Mr. 3000,30,21.800302,21.827296
2010-11-19,The Next Three Days,30,21.148651,67.255916
2004-08-06,Little Black Book,30,20.422207,21.758371
2005-01-19,Assault On Precinct 13,30,20.040895,36.040895
2013-10-04,Runner Runner,30,19.316646,60.51268
1998-02-06,The Replacement Killers,30,19.035741,19.035741
2017-04-28,Baahubali 2: The Conclusion,30,18.985794,184.077677
2006-03-03,Ultraviolet,30,18.522064,30.962112
2005-10-21,North Country,30,18.324242,23.676771
2011-08-19,Fright Night,30,18.298649,40.520649
2015-10-09,Steve Jobs,30,17.766658,35.579007
2002-07-17,Eight Legged Freaks,30,17.266505,36.722311
1996-07-19,Fled,30,17.192205,19.892205
2010-06-04,Splice,30,17.01017,26.857459
2008-04-18,88 Minutes,30,16.930884,32.955399
2004-04-09,The Whole Ten Yards,30,16.323969,26.323969
1986-08-01,Howard the Duck,30,16.295774,16.295774
2008-10-24,Pride and Glory,30,15.740721,43.440721
2005-08-26,The Cave,30,15.007991,27.147991
2004-04-30,Godsend,30,14.334645,16.910708
2003-06-20,Alex & Emma,30,14.208384,15.358583
2004-09-03,Wicker Park,30,13.001257,21.577076
2005-12-25,The New World,30,12.712093,26.1844
2013-01-18,The Last Stand,30,12.050299,48.330757
1999-01-15,In Dreams,30,12.017369,12.017369
1999-03-12,Wing Commander,30,11.578022,11.578022
2001-01-12,Antitrust,30,10.965209,17.865209
2013-03-08,Dead Man Down,30,10.895295,19.599974
2011-04-29,Hoodwinked Too: Hood vs. Evil,30,10.143779,23.353111
2009-04-10,Dragonball Evolution,30,9.362785,58.22846
2004-09-24,First Daughter,30,9.05501,10.419084
2005-09-09,An Unfinished Life,30,8.535575,18.535575
2009-12-25,The Imaginarium of Doctor Parnassus,30,7.689607,64.352607
2010-12-17,Barney's Version,30,7.50256,8.845575
2002-09-20,Trapped,30,6.916869,6.916869
1984-06-01,Once Upon a Time in America,30,5.321508,5.321508
1999-01-22,Gloria,30,4.167493,4.967493
2007-09-21,The Assassination of Jesse James by the Coward Robert Ford,30,3.909149,15.313631
2004-12-29,The Merchant of Venice,30,3.765585,18.765585
2003-04-02,The Good Thief,30,3.517797,6.460758
2005-08-17,Supercross,30,3.10255,3.25255
2006-12-29,Miss Potter,30,3.005605,35.891257
2006-05-05,Wu ji,30,0.669625,35.869934
2011-09-23,Machine Gun Preacher,30,0.53869,3.721988
2007-06-15,DOA: Dead or Alive,30,0.480314,7.755686
2010-02-19,Le Petit Nicolas,30,0.201857,52.339566
2011-10-07,Xinhai geming,30,0.135739,8.593154
2015-01-30,Wild Card,30,0.0032,0.929157
2015-06-05,United Passions,30,9.18e-4,0.168832
2010-12-31,Konferenz der Tiere,30,0,53.048539
2017-08-30,Ballerina,30,0,48.056946
2015-12-01,Grace of Monaco,30,0,25.199891
2007-12-14,Goodbye Bafana,30,0,2.717302
2016-03-08,Savva. Serdtse voyna,30,0,1.687962
2013-12-31,Space Pirate Captain Harlock,30,0,0.14349
2003-12-31,Ripley's Game,30,0,0
2015-12-31,Bilal,30,0,0
2017-02-24,Collide,29.2,2.280004,5.266477
2015-05-15,Pitch Perfect 2,29,183.785415,287.130801
2005-11-18,Walk the Line,29,119.519402,187.707495
2016-04-08,The Boss,29,63.07756,78.652395
1995-12-27,Twelve Monkeys,29,57.141459,168.841459
2003-09-12,Once Upon a Time in Mexico,29,56.330657,97.413527
2000-04-14,Keeping the Faith,29,37.036404,45.336404
2016-08-12,Florence Foster Jenkins,29,27.38377,44.267641
1998-02-13,The Borrowers,29,22.619589,54.045832
2008-12-05,Frost/Nixon,29,18.622031,28.452945
2004-11-12,Seed of Chucky,29,17.01619,24.71619
2002-08-23,Serving Sara,29,16.930185,20.14615
2002-12-31,Confessions of a Dangerous Mind,29,16.007718,33.013805
2009-08-26,Taking Woodstock,29,7.460204,10.066366
1987-11-06,Cry Freedom,29,5.899797,25.899797
2009-01-09,Che Part 1: The Argentine,29,1.733532,1.733532
1999-09-24,Mumford,28.7,4.559569,4.559569
2005-03-04,The Jacket,28.5,6.301131,15.452978
1992-11-11,Aladdin,28,217.350219,504.050219
1984-05-23,Indiana Jones and the Temple of Doom,28,179.880271,333.080271
2015-08-14,Straight Outta Compton,28,161.058685,202.043881
1998-11-20,The Rugrats Movie,28,100.494685,140.894685
1988-07-15,Die Hard,28,81.350242,139.109346
2001-04-06,Along Came a Spider,28,74.058698,105.159085
2013-02-14,Safe Haven,28,71.39912,94.050951
2015-12-11,The Big Short,28,70.25987,133.19462
2008-11-07,Role Models,28,67.300955,94.500826
2014-10-10,Alexander and the Terrible Horrible No Good Very Bad Day,28,66.954149,101.379287
2004-02-06,Miracle,28,64.378093,64.474705
2013-01-28,Last Vegas,28,63.914167,112.914167
2001-01-26,The Wedding Planner,28,60.400856,94.728529
2004-03-19,Dawn of the Dead,28,58.990765,103.452875
1981-06-26,For Your Eyes Only,28,54.8,195.3
2001-12-14,The Royal Tenenbaums,28,52.353636,71.430876
2003-04-25,Identity,28,52.131264,82.183683
2001-10-05,Serendipity,28,50.25531,77.477297
2010-04-16,Kick-Ass,28,48.071303,97.531134
2001-09-28,Zoolander,28,45.17225,60.780981
1994-09-16,Timecop,28,44.853581,102.053581
2007-07-27,No Reservations,28,43.107979,91.943956
1993-07-16,Hocus Pocus,28,39.360491,39.360491
2005-11-11,Pride & Prejudice,28,38.372662,126.549607
2011-08-12,30 Minutes or Less,28,37.053924,40.966716
2000-12-22,Dracula 2000,28,33.000377,33.000377
1982-06-25,Blade Runner,28,32.656328,33.139618
1995-04-07,Rob Roy,28,31.390587,31.390587
2014-02-21,3 Days to Kill,28,30.697999,38.9599
2013-08-16,Kick-Ass 2,28,28.795985,63.129909
2007-10-12,We Own the Night,28,28.563179,55.307857
2014-09-19,A Walk Among the Tombstones,28,26.017685,62.108587
2010-01-15,The Spy Next Door,28,24.307106,46.752858
2014-04-25,Brick Mansions,28,20.396829,73.421224
2006-05-12,Just My Luck,28,17.32665,38.159905
2000-10-13,Lost Souls,28,16.779636,31.320293
2015-08-21,American Ultra,28,14.439985,28.208085
2003-04-18,Winged Migration,28,11.689053,39.134983
2016-02-05,Pride and Prejudice and Zombies,28,10.907291,16.311335
1999-10-01,Mystery Alaska,28,8.891623,8.891623
2001-08-24,John Carpenter's Ghosts of Mars,28,8.434601,8.434601
1997-07-11,A Simple Wish,28,8.165213,8.165213
2015-10-30,Our Brand is Crisis,28,7.002261,8.592432
1997-12-25,Kundun,28,5.686694,5.686694
2008-10-03,How to Lose Friends & Alienate People,28,2.775593,12.031443
2007-12-31,Alatriste,28,0,22.860477
2007-06-01,Knocked Up,27.5,148.761765,219.265952
1983-06-10,Octopussy,27.5,67.9,187.5
2009-06-26,My Sister's Keeper,27.5,49.20023,96.673002
2008-02-08,Welcome Home Roscoe Jenkins,27.5,42.436517,43.607627
2012-01-13,Joyful Noise,27.5,30.932113,31.157914
1984-12-14,A Passage to India,27.5,27.187653,27.187653
2006-12-25,Notes on a Scandal,27.5,17.510118,50.578411
2007-10-19,Rendition,27.5,9.736045,26.939925
2011-10-28,Anonymous,27.5,4.463292,15.815509
2011-03-18,Limitless,27,79.249455,155.564919
1991-12-06,Star Trek VI: The Undiscovered Country,27,74.888996,96.9
2002-06-07,The Divine Secrets of the Ya-Ya Sisterhood,27,69.586544,73.826768
1997-10-03,Kiss the Girls,27,60.527873,60.527873
1980-06-20,The Blues Brothers,27,57.22989,57.22989
1994-12-25,The Jungle Book,27,44.342956,44.342956
2008-08-06,The Sisterhood of the Traveling Pants 2,27,44.089964,44.270131
2016-05-13,Money Monster,27,41.012075,93.469699
2002-05-17,About a Boy,27,40.803,130.759651
2011-08-19,Spy Kids: All the Time in the World,27,38.536376,80.681183
1999-07-16,Lake Placid,27,31.770413,31.770413
2006-04-07,Lucky Number Slevin,27,22.495466,55.495466
1983-10-21,The Right Stuff,27,21.5,21.5
1984-07-20,Die Unendliche Geschichte,27,21.3,21.3
1998-02-27,Dark City,27,14.435076,27.257061
2008-09-19,The Duchess,27,13.848978,45.16011
2010-10-01,Case 39,27,13.261851,28.773827
2005-06-10,The Honeymooners,27,12.834849,13.174426
1985-06-21,Return to Oz,27,10.618813,10.618813
1998-03-27,The Newton Boys,27,10.341093,10.341093
2004-08-27,Suspect Zero,27,8.712564,8.712564
2007-11-02,The Martian Child,27,7.50031,9.352089
2002-10-18,Formula 51,27,5.204007,5.204007
1999-11-24,Flawless,27,4.485485,4.485485
2005-05-13,Mindhunters,27,4.476235,16.566235
2008-10-17,What Just Happened,27,1.0909469999999999,2.412123
2003-12-12,The Statement,27,0.765637,1.545064
2006-12-31,The Magic Flute,27,0,0
2016-11-23,Rules Don’t Apply,26.7,3.652206,3.871448
2009-01-16,Paul Blart: Mall Cop,26,146.336178,185.90475
2003-08-06,Freaky Friday,26,110.222438,160.822438
2005-08-19,The 40 Year-old Virgin,26,109.449237,177.34423
1998-12-11,Shakespeare in Love,26,100.317794,279.5
1990-12-21,Kindergarten Cop,26,91.457688,202
2008-08-06,The Pineapple Express,26,87.34138,102.404019
1993-12-22,Philadelphia,26,77.324422,201.324422
1998-07-31,Ever After: A Cinderella Story,26,65.705772,65.705772
1990-08-10,Flatliners,26,61.308153,61.308153
2003-08-15,Open Range,26,58.331254,68.613992
2005-08-19,Red Eye,26,57.891803,96.666486
2011-12-09,New Year’s Eve,26,54.544638,146.850273
1977-06-15,A Bridge Too Far,26,50.8,50.8
2013-04-26,Pain & Gain,26,49.875291,81.275291
2003-01-31,Final Destination 2,26,46.896664,90.396664
2000-12-22,O Brother Where Art Thou?,26,45.506619,75.763814
2004-12-29,In Good Company,26,45.489752,63.489752
2010-01-22,Legion,26,40.16808,67.647574
2012-08-29,Lawless,26,37.397291,54.393637
2002-03-29,Clockstoppers,26,36.985501,38.788828
1985-07-10,Silverado,26,33.2,33.2
2009-12-04,Brothers,26,28.544157,45.04387
2014-10-17,The Best of Me,26,26.766213,41.059418
2004-03-12,Agent Cody Banks 2: Destination London,26,23.514247,28.703083
2001-08-03,Original Sin,26,16.52141,16.52141
2012-04-27,The Raven,26,16.008272,30.601801
2004-02-20,Welcome to Mooseport,26,14.469428,14.469428
1995-01-27,Highlander III: The Sorcerer,26,13.738574,13.738574
2015-07-10,Self/Less,26,12.279691,33.713827
2001-08-24,The Curse of the Jade Scorpion,26,7.496522,18.496522
2013-10-18,The Fifth Estate,26,3.254172,6.154172
1997-02-21,Blood and Wine,26,1.08335,1.08335
2014-03-21,Blood Ties,26,0.042472,2.923959
1997-08-24,The Grimm Brothers' Snow White,26,0.005,0.005
2015-06-30,Viy,26,0,34.24677
2015-03-17,Accidental Love,26,0,0.135436
2015-04-24,The Face of an Angel,26,0,0
1996-05-17,Flipper,25.53,20.08002,30.593313
2005-08-31,The Constant Gardener,25.5,33.579798,86.301599
2008-10-17,W.,25.1,25.534493,28.575778
2004-02-25,The Passion of the Christ,25,370.78293,622.341924
1993-11-24,Mrs. Doubtfire,25,219.195051,441.286003
1988-12-16,Rain Man,25,172.825435,412.8
2011-08-10,The Help,25,169.705587,213.120004
2016-12-25,Hidden Figures,25,169.29483,229.58182300000001
2008-12-12,Gran Torino,25,148.095302,274.543085
2009-01-30,Taken,25,145.000989,226.941585
2014-01-17,Ride Along,25,134.202565,153.7338
1992-11-25,The Bodyguard,25,121.94572,410.9
1993-12-15,Schindler's List,25,96.067179,321.365567
2003-07-02,Legally Blonde 2: Red White & Blonde,25,90.639088,125.339088
2004-03-26,Scooby-Doo 2: Monsters Unleashed,25,84.185387,181.185387
2004-07-09,Anchorman: The Legend of Ron Burgundy,25,84.136909,89.476265
2003-08-15,Freddy vs. Jason,25,82.622655,114.576403
2007-02-16,Bridge to Terabithia,25,82.234139,137.984788
2001-12-21,Jimmy Neutron: Boy Genius,25,80.936232,102.992536
2008-01-18,Cloverfield,25,80.048433,171.302226
2010-02-05,Dear John,25,80.014842,142.033509
1991-03-22,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25,78.656813,78.656813
2012-12-25,Parental Guidance,25,77.267296,120.832383
1987-06-03,The Untouchables,25,76.270454,76.270454
2007-11-09,No Country for Old Men,25,74.273505,164.05125
2001-04-13,Bridget Jones's Diary,25,71.500556,281.527158
2000-12-15,Chocolat,25,71.30976,152.500343
2011-01-21,No Strings Attached,25,70.66222,149.228078
2012-01-13,Contraband,25,66.528,98.406855
2017-01-27,A Dog’s Purpose,25,64.32189,189.949412
2012-04-20,The Lucky One,25,60.457138,96.633833
1993-12-25,Tombstone,25,56.505065,56.505065
2000-03-22,Romeo Must Die,25,55.973336,91.03676
2006-06-06,The Omen,25,54.607383,119.295584
2006-02-10,Final Destination 3,25,54.098051,112.798051
2011-04-22,Madea's Big Happy Family,25,53.345287,53.345287
2013-12-13,Tyler Perry's A Madea Christmas,25,52.543354,52.543354
2004-11-12,Finding Neverland,25,51.676606,115.036108
2012-01-27,The Grey,25,51.580136,81.249176
2005-01-28,Hide and Seek,25,51.100486,123.696741
2008-08-22,The House Bunny,25,48.237389,71.390601
2003-03-14,Agent Cody Banks,25,47.54506,58.240458
2006-01-27,Nanny McPhee,25,47.279279,128.745578
1990-09-19,Goodfellas,25,46.743809,46.777347
2014-08-15,The Giver,25,45.090374,55.090374
1983-12-09,Scarface,25,44.942821,44.942821
1997-07-18,Nothing To Lose,25,44.480039,64.594061
1987-11-20,The Last Emperor,25,43.984987,43.988888
2015-11-20,The Night Before,25,43.035725,52.427346
2002-12-27,The Hours,25,41.675994,97.030468
1997-08-22,Money Talks,25,41.076865,41.076865
2007-12-26,There Will Be Blood,25,40.222514,77.208711
2002-12-20,The Wild Thornberrys Movie,25,40.108697,60.694737
2003-06-13,Rugrats Go Wild,25,39.402572,55.443032
2005-06-01,The Sisterhood of the Traveling Pants,25,39.053061,41.560117
2002-05-31,Undercover Brother,25,38.230435,40.796145
2013-12-25,August:  Osage County,25,37.73881,50.73881
2001-07-06,Kiss of the Dragon,25,36.833473,36.833473
2014-05-10,Million Dollar Arm,25,36.447959,39.217912
2005-03-30,Beauty Shop,25,36.35135,38.35135
2003-04-04,What a Girl Wants,25,35.990505,35.990505
2003-08-29,Jeepers Creepers II,25,35.623801,119.923801
2007-09-21,Good Luck Chuck,25,35.017297,59.183821
2003-02-28,Cradle 2 the Grave,25,34.657731,56.434942
2006-03-17,She's the Man,25,33.889159,55.279608
